ens_gene,Symbol,Uniq_syms,entrez,Gene_name,1_00_2day,2_00_2day,3_00_2day,1_05_2day,2_05_2day,3_05_2day,1_20_2day,2_20_2day,3_20_2day,1_40_2day,2_40_2day,3_40_2day
ENSG00000146757.13,ZNF92,ZNF92,168374,zinc finger protein 92,1178,1424,1970,1543,2056,1462,1357,1388,2224,1294,1498,2923
ENSG00000272693.4,NA,ENSG00000272693.4,NA,NA,17,20,39,20,34,11,18,24,18,17,20,21
ENSG00000228409.6,NA,ENSG00000228409.6,NA,NA,101,101,165,117,174,181,143,124,162,139,129,117
ENSG00000206634.1,SNORA22,SNORA22,677807,"small nucleolar RNA, H/ACA box 22",5,3,5,2,4,8,1,3,3,3,1,2
ENSG00000224316.1,GTF2IP5,GTF2IP5,100420546,general transcription factor IIi pseudogene 5,0,0,2,2,0,2,2,6,3,1,5,2
ENSG00000236529.2,LOC84214,LOC84214,84214,Putative uncharacterized protein FLJ92257,1,1,1,2,5,3,3,1,2,4,2,2
ENSG00000196715.7,VKORC1L1,VKORC1L1,154807,vitamin K epoxide reductase complex subunit 1 like 1,4776,4803,6374,5005,7064,6809,5472,5263,6046,4207,6101,4695
ENSG00000169919.17,GUSB,GUSB,2990,glucuronidase beta,1644,1537,2140,1706,2305,1676,1515,1588,1550,1476,1789,1015
ENSG00000126522.17,ASL,ASL,435,argininosuccinate lyase,588,605,813,637,954,626,753,731,552,794,878,342
ENSG00000241258.7,CRCP,CRCP,27297,CGRP receptor component,1891,2020,3012,1886,2738,2850,2295,2153,2514,1816,2361,1476
ENSG00000169902.15,TPST1,TPST1,8460,tyrosylprotein sulfotransferase 1,894,866,1157,906,1237,1103,1099,1065,1234,903,1168,793
ENSG00000179406.8,LINC00174,LINC00174,285908,long intergenic non-protein coding RNA 174,30,16,37,25,27,42,34,40,32,52,44,28
ENSG00000237310.2,LINC03011,LINC03011,100289098,long intergenic non-protein coding RNA 3011,19,13,15,16,16,17,11,21,21,19,20,19
ENSG00000229180.7,NA,ENSG00000229180.7,NA,NA,632,656,958,670,860,719,696,659,719,672,761,525
ENSG00000225573.4,RPL35P5,RPL35P5,441246,ribosomal protein L35 pseudogene 5,30,26,22,44,57,31,25,28,30,35,36,46
ENSG00000243335.9,KCTD7,KCTD7,154881,potassium channel tetramerization domain containing 7,783,760,1037,869,1023,932,810,833,915,708,863,478
ENSG00000284461.2,NA,ENSG00000284461.2,NA,NA,0,2,1,1,0,4,0,0,4,2,0,0
ENSG00000226824.7,LOC100996437,LOC100996437,100996437,uncharacterized LOC100996437,45,50,70,39,54,66,51,57,48,41,48,38
ENSG00000154710.17,RABGEF1,RABGEF1,27342,RAB guanine nucleotide exchange factor 1,128,150,236,165,197,144,153,152,153,162,147,104
ENSG00000272831.1,NA,ENSG00000272831.1,NA,NA,67,82,76,72,75,49,51,58,51,63,60,40
ENSG00000230583.7,NA,ENSG00000230583.7,NA,NA,4,4,6,15,9,5,4,3,10,1,7,2
ENSG00000232546.1,NA,ENSG00000232546.1,NA,NA,2,3,5,4,12,6,7,5,8,11,12,2
ENSG00000230295.1,NA,ENSG00000230295.1,NA,NA,3,0,4,4,3,7,2,2,4,3,11,6
ENSG00000273142.1,NA,ENSG00000273142.1,NA,NA,26,26,46,37,29,43,36,35,31,40,55,44
ENSG00000106609.16,TMEM248,TMEM248,55069,transmembrane protein 248,5164,5037,6736,5121,7042,6392,5388,5322,5216,4514,6226,3523
ENSG00000126524.10,SBDS,SBDS,51119,SBDS ribosome maturation factor,5793,5969,7740,6187,7859,7240,7081,6539,8017,6392,8099,10610
ENSG00000198874.13,TYW1,TYW1,55253,tRNA-yW synthesizing protein 1 homolog,1034,1066,1452,1025,1331,1331,1132,1070,1198,1063,1405,1270
ENSG00000067601.8,NA,ENSG00000067601.8,NA,NA,66,70,136,84,127,108,98,100,129,91,102,86
ENSG00000106610.15,NA,ENSG00000106610.15,NA,NA,484,548,735,559,781,539,528,579,590,567,665,643
ENSG00000273448.1,NA,ENSG00000273448.1,NA,NA,0,3,6,4,4,5,4,2,6,8,9,5
ENSG00000158321.18,AUTS2,AUTS2,26053,activator of transcription and developmental regulator AUTS2,1,2,1,0,2,3,0,0,2,2,0,3
ENSG00000277149.5,TYW1B,TYW1B,441250,tRNA-yW synthesizing protein 1 homolog B,278,279,415,316,414,418,333,315,329,264,358,299
ENSG00000225648.5,NA,ENSG00000225648.5,NA,NA,1227,1281,1829,1382,1833,1333,1450,1369,1674,1486,1735,1999
ENSG00000196313.11,POM121,POM121,9883,POM121 transmembrane nucleoporin,1668,1697,2310,1792,2415,2351,1886,1988,1672,1668,2425,1597
ENSG00000272843.1,NA,ENSG00000272843.1,NA,NA,4,5,11,8,5,6,3,3,9,3,0,2
ENSG00000106133.18,NA,ENSG00000106133.18,NA,NA,37,55,80,72,84,49,59,46,49,67,41,37
ENSG00000174353.17,NA,ENSG00000174353.17,NA,NA,222,235,437,210,357,297,227,200,242,226,250,116
ENSG00000229018.5,NA,ENSG00000229018.5,NA,NA,1,2,6,3,4,8,1,0,7,0,1,1
ENSG00000174384.9,NA,ENSG00000174384.9,NA,NA,7,1,2,0,0,1,1,3,3,2,2,0
ENSG00000233369.7,GTF2IP4,GTF2IP4,100093631,general transcription factor IIi pseudogene 4,289,253,350,240,358,385,202,206,257,182,208,241
ENSG00000214544.7,GTF2IRD2P1,GTF2IRD2P1,401375,GTF2I repeat domain containing 2 pseudogene 1,4,0,1,0,0,3,0,1,2,0,2,1
ENSG00000205578.6,NA,ENSG00000205578.6,NA,NA,7,10,11,13,18,15,14,13,12,8,8,2
ENSG00000130305.17,NSUN5,NSUN5,55695,NOP2/Sun RNA methyltransferase 5,510,598,694,577,852,436,653,711,494,707,772,281
ENSG00000188763.5,FZD9,FZD9,8326,frizzled class receptor 9,29,16,29,25,45,17,20,23,12,15,9,2
ENSG00000009954.11,BAZ1B,BAZ1B,9031,bromodomain adjacent to zinc finger domain 1B,9739,9782,13455,9731,13057,14275,10122,9717,10657,7698,11132,10389
ENSG00000106635.8,BCL7B,BCL7B,9275,BAF chromatin remodeling complex subunit BCL7B,2110,2145,2916,2191,3035,2091,2220,2219,2003,1849,2305,1589
ENSG00000106638.17,TBL2,TBL2,26608,transducin beta like 2,1407,1363,1774,1393,1897,1559,1460,1473,1419,1274,1800,906
ENSG00000176428.6,VPS37D,VPS37D,155382,VPS37D subunit of ESCRT-I,25,25,27,23,36,14,15,22,14,30,25,7
ENSG00000176410.8,DNAJC30,DNAJC30,84277,DnaJ heat shock protein family (Hsp40) member C30,504,512,718,515,652,495,456,557,507,483,563,225
ENSG00000071462.11,BUD23,BUD23,114049,BUD23 rRNA methyltransferase and ribosome maturation factor,1810,1686,2538,1800,2409,1894,1930,2032,1740,1935,2442,1469
ENSG00000106089.12,STX1A,STX1A,6804,syntaxin 1A,134,127,177,141,191,148,188,172,160,207,239,135
ENSG00000225969.2,NA,ENSG00000225969.2,NA,NA,1,8,4,5,4,0,3,3,1,2,5,2
ENSG00000106077.18,ABHD11,ABHD11,83451,abhydrolase domain containing 11,483,477,662,552,735,612,579,611,574,708,778,384
ENSG00000165215.6,CLDN3,CLDN3,1365,claudin 3,43,41,44,47,51,25,36,39,21,27,25,8
ENSG00000189143.9,CLDN4,CLDN4,1364,claudin 4,28,15,19,28,29,22,16,21,20,18,24,4
ENSG00000165171.11,METTL27,METTL27,155368,methyltransferase like 27,5,9,17,17,23,13,17,12,15,16,15,13
ENSG00000175877.4,TMEM270,TMEM270,135886,transmembrane protein 270,0,3,4,6,5,3,1,4,2,3,1,1
ENSG00000049540.17,ELN,ELN,2006,elastin,0,2,1,3,1,0,0,1,1,0,0,4
ENSG00000232415.1,ELN-AS1,ELN-AS1,107986809,ELN antisense RNA 1,12,23,20,11,18,13,14,18,12,6,16,10
ENSG00000106683.15,LIMK1,LIMK1,3984,LIM domain kinase 1,1888,1891,2404,1959,2671,1947,2053,2179,1617,1848,2555,936
ENSG00000106682.14,EIF4H,EIF4H,7458,eukaryotic translation initiation factor 4H,12305,12460,15701,12037,16633,14703,12901,13221,12673,11689,15944,7525
ENSG00000207741.1,MIR590,MIR590,693175,microRNA 590,4,5,11,5,2,16,1,2,3,6,6,0
ENSG00000086730.17,LAT2,LAT2,7462,linker for activation of T cells family member 2,12,19,13,8,23,16,19,11,17,20,24,15
ENSG00000049541.11,RFC2,RFC2,5982,replication factor C subunit 2,3389,3359,4573,3409,4652,3866,3622,3708,3745,3120,4143,2396
ENSG00000287815.1,LOC107986742,LOC107986742,107986742,uncharacterized LOC107986742,1,3,3,6,1,2,1,1,3,3,1,1
ENSG00000106665.16,CLIP2,CLIP2,7461,CAP-Gly domain containing linker protein 2,1095,1132,1560,1243,1821,1183,1518,1453,1098,1256,1854,874
ENSG00000006704.10,GTF2IRD1,GTF2IRD1,9569,GTF2I repeat domain containing 1,1446,1441,1856,1371,1846,1615,1349,1428,1194,1301,1664,846
ENSG00000273069.1,NA,ENSG00000273069.1,NA,NA,2,1,3,0,1,1,0,4,1,4,0,1
ENSG00000263001.6,GTF2I,GTF2I,2969,general transcription factor IIi,2411,2686,3611,2700,3833,4185,2528,2646,2691,2050,3105,2107
ENSG00000232729.8,GTF2I-AS1,GTF2I-AS1,101926943,GTF2I antisense RNA 1,3,6,3,6,7,4,2,2,1,9,10,5
ENSG00000196275.14,GTF2IRD2,GTF2IRD2,84163,GTF2I repeat domain containing 2,27,47,34,33,41,32,23,27,28,25,21,35
ENSG00000277072.5,NA,ENSG00000277072.5,NA,NA,259,260,432,313,358,316,253,287,293,207,259,114
ENSG00000123965.13,NA,ENSG00000123965.13,NA,NA,28,23,49,30,23,38,28,35,33,21,40,18
ENSG00000274070.2,CASTOR2,CASTOR2,729438,cytosolic arginine sensor for mTORC1 subunit 2,595,543,841,598,697,764,396,475,373,308,457,138
ENSG00000274523.5,RCC1L,RCC1L,81554,RCC1 like,1912,1928,2326,1860,2522,1908,1827,1814,1627,1480,1938,722
ENSG00000174428.18,GTF2IRD2B,GTF2IRD2B,389524,GTF2I repeat domain containing 2B,147,135,204,158,196,122,131,119,111,127,124,90
ENSG00000277053.4,NA,ENSG00000277053.4,NA,NA,79,57,130,82,105,98,90,72,94,74,73,108
ENSG00000276840.1,NA,ENSG00000276840.1,NA,NA,1,2,0,1,2,3,0,2,1,3,2,3
ENSG00000278416.1,NA,ENSG00000278416.1,NA,NA,6,11,9,3,9,6,9,5,4,2,7,0
ENSG00000205583.13,NA,ENSG00000205583.13,NA,NA,35,34,58,38,35,56,34,30,39,25,25,16
ENSG00000223705.9,NSUN5P1,NSUN5P1,155400,NSUN5 pseudogene 1,49,58,103,81,69,65,57,66,44,85,55,52
ENSG00000272391.6,POM121C,POM121C,100101267,POM121 transmembrane nucleoporin C,1663,1620,2415,1908,2513,2376,2008,1996,1821,1797,2703,1752
ENSG00000127957.18,NA,ENSG00000127957.18,NA,NA,74,54,95,81,94,100,61,64,97,70,83,86
ENSG00000200874.1,NA,ENSG00000200874.1,NA,NA,0,1,4,1,2,4,0,2,1,3,1,0
ENSG00000127946.17,HIP1,HIP1,3092,huntingtin interacting protein 1,1824,1774,2343,1836,2584,2751,1990,2085,1926,1562,2527,1327
ENSG00000006606.8,CCL26,CCL26,10344,C-C motif chemokine ligand 26,76,80,98,87,127,108,115,160,137,186,204,98
ENSG00000005486.17,RHBDD2,RHBDD2,57414,rhomboid domain containing 2,870,886,1201,927,1205,827,844,945,726,767,1077,371
ENSG00000127948.16,POR,POR,5447,cytochrome p450 oxidoreductase,1350,1297,1675,1404,2022,1274,1562,1632,1242,1460,1830,735
ENSG00000235090.1,NA,ENSG00000235090.1,NA,NA,1,0,0,0,1,2,1,3,3,0,0,0
ENSG00000201643.1,SNORA14A,SNORA14A,677801,"small nucleolar RNA, H/ACA box 14A",5,0,0,0,1,3,1,8,5,1,1,11
ENSG00000189077.11,TMEM120A,TMEM120A,83862,transmembrane protein 120A,665,723,1028,761,1063,569,722,807,670,786,891,377
ENSG00000127952.17,STYXL1,STYXL1,51657,serine/threonine/tyrosine interacting like 1,729,784,1001,736,1074,972,1062,1034,1097,984,1347,747
ENSG00000280388.1,NA,ENSG00000280388.1,NA,NA,4,5,17,3,10,9,7,6,14,4,4,5
ENSG00000146701.12,MDH2,MDH2,4191,malate dehydrogenase 2,4737,4752,6107,4610,6560,4951,5191,5479,4457,4534,6452,2825
ENSG00000230882.1,NA,ENSG00000230882.1,NA,NA,1,0,1,1,1,0,1,0,2,2,1,0
ENSG00000177679.16,SRRM3,SRRM3,222183,serine/arginine repetitive matrix 3,33,36,45,30,50,32,15,23,14,10,13,6
ENSG00000106211.9,HSPB1,HSPB1,3315,heat shock protein family B (small) member 1,5236,5392,7282,5435,7036,4011,5204,5731,3339,4727,5666,2994
ENSG00000170027.7,YWHAG,YWHAG,7532,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,13666,13604,17886,13328,18892,18512,14390,14258,15270,11485,16087,10519
ENSG00000146700.9,SSC4D,SSC4D,136853,scavenger receptor cysteine rich family member with 4 domains,19,21,21,18,17,25,17,22,22,15,35,5
ENSG00000188372.15,ZP3,ZP3,7784,zona pellucida glycoprotein 3,15,26,20,23,32,15,14,18,27,22,29,11
ENSG00000091073.19,DTX2,DTX2,113878,deltex E3 ubiquitin ligase 2,758,735,1029,771,1073,739,653,717,447,575,741,273
ENSG00000230305.2,NA,ENSG00000230305.2,NA,NA,0,0,0,3,5,2,1,0,0,2,3,5
ENSG00000205485.13,NA,ENSG00000205485.13,NA,NA,46,56,79,53,78,74,79,50,68,79,90,78
ENSG00000146707.14,POMZP3,POMZP3,22932,POM121 and ZP3 fusion,111,103,150,114,128,127,118,118,99,102,132,98
ENSG00000265479.6,DTX2P1-UPK3BP1-PMS2P11,DTX2P1-UPK3BP1-PMS2P11,441263,"DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene",2,1,6,0,6,6,1,2,2,3,3,2
ENSG00000214439.4,NA,ENSG00000214439.4,NA,NA,9,15,20,15,26,14,9,11,15,22,24,26
ENSG00000213542.3,RPL7AP43,RPL7AP43,644236,ribosomal protein L7a pseudogene 43,1,0,3,3,1,4,0,2,0,3,3,1
ENSG00000135205.15,CCDC146,CCDC146,57639,coiled-coil domain containing 146,21,16,33,17,26,34,14,18,20,21,21,30
ENSG00000186088.16,GSAP,GSAP,54103,gamma-secretase activating protein,176,170,299,224,304,246,272,261,333,300,327,303
ENSG00000127947.16,PTPN12,PTPN12,5782,protein tyrosine phosphatase non-receptor type 12,4419,4224,6062,4423,5983,6369,5282,5088,6109,4736,6354,7559
ENSG00000214293.9,APTR,APTR,100505854,Alu-mediated CDKN1A/p21 transcriptional regulator,218,265,409,313,383,286,239,220,305,300,294,353
ENSG00000187257.16,RSBN1L,RSBN1L,222194,round spermatid basic protein 1 like,1841,1826,2695,1830,2719,2815,1958,1956,2440,1725,2229,2022
ENSG00000135211.6,TMEM60,TMEM60,85025,transmembrane protein 60,792,800,1036,789,960,851,759,734,816,654,778,568
ENSG00000006576.16,PHTF2,PHTF2,57157,putative homeodomain transcription factor 2,3639,3764,5291,3994,5690,5094,4543,4176,5488,3720,5063,4912
ENSG00000187391.21,MAGI2,MAGI2,9863,"membrane associated guanylate kinase, WW and PDZ domain containing 2",98,87,120,93,122,140,148,134,143,141,185,182
ENSG00000286855.1,NA,ENSG00000286855.1,NA,NA,2,2,0,1,1,8,7,1,2,8,4,5
ENSG00000234456.8,MAGI2-AS3,MAGI2-AS3,100505881,MAGI2 antisense RNA 3,1992,1939,3174,2063,2898,3051,2529,2281,3248,2380,2941,4066
ENSG00000127955.17,GNAI1,GNAI1,2770,G protein subunit alpha i1,2808,2745,3782,2936,3983,3757,3315,3143,3837,3174,4154,3503
ENSG00000135218.19,CD36,CD36,948,CD36 molecule,3,4,9,7,9,7,9,8,6,3,1,9
ENSG00000075223.14,SEMA3C,SEMA3C,10512,semaphorin 3C,10914,10681,15258,11774,15932,15473,14412,13298,16405,14544,20533,16492
ENSG00000186472.20,PCLO,PCLO,27445,piccolo presynaptic cytomatrix protein,6,3,7,5,9,6,7,8,15,4,17,27
ENSG00000170381.14,SEMA3E,SEMA3E,9723,semaphorin 3E,11,15,13,11,11,11,8,11,11,7,11,13
ENSG00000075213.11,SEMA3A,SEMA3A,10371,semaphorin 3A,1897,1654,2544,1745,2240,2157,1686,1615,2067,1598,2134,2226
ENSG00000229251.3,NA,ENSG00000229251.3,NA,NA,2,0,0,2,3,2,1,0,0,3,1,0
ENSG00000153993.13,SEMA3D,SEMA3D,223117,semaphorin 3D,3281,3217,4944,3355,4446,4457,2657,2398,3452,2045,2630,2839
ENSG00000164659.15,ELAPOR2,ELAPOR2,222223,endosome-lysosome associated apoptosis and autophagy regulator family member 2,3,4,7,2,7,4,3,2,5,5,7,7
ENSG00000224046.2,DMTF1-AS1,DMTF1-AS1,101927420,DMTF1 antisense RNA 1,9,6,17,14,11,9,6,11,7,2,2,14
ENSG00000135164.18,DMTF1,DMTF1,9988,cyclin D binding myb like transcription factor 1,1198,1158,1790,1315,1620,1673,1436,1163,1735,1316,1551,1896
ENSG00000135185.12,TMEM243,TMEM243,79161,transmembrane protein 243,484,548,751,658,831,564,611,650,737,587,650,640
ENSG00000182165.18,TP53TG1,TP53TG1,11257,TP53 target 1,73,76,107,69,103,76,65,67,88,93,104,47
ENSG00000005469.11,CROT,CROT,54677,carnitine O-octanoyltransferase,545,540,767,553,813,734,641,591,777,544,743,533
ENSG00000105784.15,RUNDC3B,RUNDC3B,154661,RUN domain containing 3B,2,3,4,1,3,3,3,3,5,3,0,4
ENSG00000075303.13,SLC25A40,SLC25A40,55972,solute carrier family 25 member 40,1099,1092,1559,1164,1580,1530,1241,1086,1557,903,1224,984
ENSG00000006634.8,DBF4,DBF4,10926,DBF4 zinc finger,2685,2617,3451,2529,3338,3569,2455,2339,2905,1984,2777,3126
ENSG00000008277.14,ADAM22,ADAM22,53616,ADAM metallopeptidase domain 22,25,13,25,28,16,23,17,19,23,17,26,19
ENSG00000075142.13,SRI,SRI,6717,sorcin,2194,2212,2885,2122,2770,2352,2249,2190,2364,2048,2681,2411
ENSG00000254003.1,SRI-AS1,SRI-AS1,102723885,SRI antisense RNA 1,2,4,3,1,7,0,1,7,1,3,1,1
ENSG00000228113.7,NA,ENSG00000228113.7,NA,NA,1,1,1,0,1,0,2,2,1,1,1,2
ENSG00000164647.9,STEAP1,STEAP1,26872,STEAP family member 1,1,0,2,2,3,0,1,0,4,3,4,4
ENSG00000157214.14,STEAP2,STEAP2,261729,STEAP2 metalloreductase,0,2,4,5,5,3,3,1,3,2,1,3
ENSG00000105792.19,CFAP69,CFAP69,79846,cilia and flagella associated protein 69,16,19,17,19,19,20,17,11,25,17,23,21
ENSG00000105793.15,GTPBP10,GTPBP10,85865,GTP binding protein 10,1324,1535,2366,1716,2395,1565,1853,1732,2442,2021,2288,2455
ENSG00000157224.16,CLDN12,CLDN12,9069,claudin 12,1526,1501,2093,1566,2260,2241,1952,1816,2436,2020,2622,2019
ENSG00000058091.17,CDK14,CDK14,5218,cyclin dependent kinase 14,2329,2360,3035,2409,3319,3265,2463,2363,2903,2107,2890,2076
ENSG00000223969.6,LOC124906608,LOC124906608,124906608,uncharacterized LOC124906608,18,23,26,29,26,24,18,12,18,17,4,20
ENSG00000157240.4,FZD1,FZD1,8321,frizzled class receptor 1,213,206,277,229,313,249,225,244,228,163,244,121
ENSG00000127989.14,MTERF1,MTERF1,7978,mitochondrial transcription termination factor 1,747,821,1176,952,1195,877,886,906,1108,851,954,1122
ENSG00000287672.1,LOC112267986,LOC112267986,112267986,uncharacterized LOC112267986,1,1,7,2,8,5,3,7,3,10,2,6
ENSG00000127914.16,AKAP9,AKAP9,10142,A-kinase anchoring protein 9,3445,3176,5118,3771,4452,5566,3715,3127,4707,3259,4822,7741
ENSG00000001630.17,CYP51A1,CYP51A1,1595,cytochrome P450 family 51 subfamily A member 1,163,101,201,203,247,84,164,139,96,87,172,20
ENSG00000188693.8,CYP51A1-AS1,CYP51A1-AS1,613126,CYP51A1 antisense RNA 1,8,6,5,1,5,4,4,2,4,2,1,1
ENSG00000240720.8,LRRD1,LRRD1,401387,leucine rich repeats and death domain containing 1,1,0,2,0,0,1,1,1,2,1,0,2
ENSG00000001631.15,KRIT1,KRIT1,889,KRIT1 ankyrin repeat containing,229,209,290,235,311,282,234,216,230,206,232,225
ENSG00000243107.1,NA,ENSG00000243107.1,NA,NA,0,2,3,1,0,1,1,1,2,2,1,1
ENSG00000200769.1,NA,ENSG00000200769.1,NA,NA,1,0,1,2,0,1,0,1,1,0,1,6
ENSG00000001629.10,ANKIB1,ANKIB1,54467,ankyrin repeat and IBR domain containing 1,3853,3965,5254,4036,5420,5343,4078,3861,4580,3601,4956,4145
ENSG00000157259.8,GATAD1,GATAD1,57798,GATA zinc finger domain containing 1,1316,1281,1934,1320,1887,1777,1576,1530,1812,1479,1859,1393
ENSG00000244055.2,NA,ENSG00000244055.2,NA,NA,23,15,27,23,16,32,12,22,32,24,20,26
ENSG00000127980.16,PEX1,PEX1,5189,peroxisomal biogenesis factor 1,1210,1122,1631,1261,1665,1476,1361,1217,1517,1121,1401,1421
ENSG00000127993.16,RBM48,RBM48,84060,RNA binding motif protein 48,496,470,741,566,688,789,576,505,675,531,658,783
ENSG00000234545.8,FAM133B,FAM133B,257415,family with sequence similarity 133 member B,1014,944,1480,1060,1365,1354,988,911,1328,965,1209,1615
ENSG00000105810.9,CDK6,CDK6,1021,cyclin dependent kinase 6,3189,3109,4480,3448,4655,5795,3577,3248,4248,3247,4213,3365
ENSG00000287932.1,NA,ENSG00000287932.1,NA,NA,2,1,7,0,2,6,3,1,4,4,4,0
ENSG00000237819.5,CDK6-AS1,CDK6-AS1,101927497,CDK6 antisense RNA 1,6,9,13,10,8,5,10,11,10,9,13,8
ENSG00000205413.8,SAMD9,SAMD9,54809,sterile alpha motif domain containing 9,3024,3395,4476,3506,4530,3866,3086,2885,3984,2072,2790,3840
ENSG00000177409.12,SAMD9L,SAMD9L,219285,sterile alpha motif domain containing 9 like,702,618,869,823,975,987,992,897,1156,849,1133,1230
ENSG00000004766.17,VPS50,VPS50,55610,VPS50 subunit of EARP/GARPII complex,1791,1970,2723,2201,2975,1962,2325,2226,2970,2502,2784,3782
ENSG00000105825.14,TFPI2,TFPI2,7980,tissue factor pathway inhibitor 2,484,536,804,561,905,701,726,740,924,698,934,937
ENSG00000127920.6,GNG11,GNG11,2791,G protein subunit gamma 11,534,605,862,618,783,577,562,585,828,638,598,1175
ENSG00000105829.13,BET1,BET1,10282,Bet1 golgi vesicular membrane trafficking protein,1329,1409,1829,1590,2250,1319,1490,1442,1846,1681,1752,1799
ENSG00000236453.5,NA,ENSG00000236453.5,NA,NA,0,1,2,2,2,7,18,20,25,49,63,95
ENSG00000285090.1,NA,ENSG00000285090.1,NA,NA,24,37,28,26,31,30,35,30,32,20,31,45
ENSG00000164692.18,COL1A2,COL1A2,1278,collagen type I alpha 2 chain,13,12,22,17,16,22,18,14,15,19,15,9
ENSG00000127995.17,CASD1,CASD1,64921,CAS1 domain containing 1,868,877,1250,987,1297,1155,1147,942,1287,1043,1242,966
ENSG00000127990.19,SGCE,SGCE,8910,sarcoglycan epsilon,2331,2398,3515,2590,3425,2489,2640,2485,3145,2653,2973,3381
ENSG00000242265.5,PEG10,PEG10,23089,paternally expressed 10,4233,4416,5853,3882,5082,5661,2688,2881,2971,2024,2979,2419
ENSG00000232385.2,RPS3AP25,RPS3AP25,645968,RPS3A pseudogene 25,10,13,27,13,14,10,10,18,26,27,13,58
ENSG00000158528.12,PPP1R9A,PPP1R9A,55607,protein phosphatase 1 regulatory subunit 9A,226,208,317,248,342,395,299,280,324,214,323,268
ENSG00000105852.11,PON3,PON3,5446,paraoxonase 3,10,13,12,11,9,10,5,5,7,8,3,5
ENSG00000105854.13,PON2,PON2,5445,paraoxonase 2,2463,2644,3383,2974,3412,2656,2367,2177,2672,1952,2332,1946
ENSG00000004799.8,PDK4,PDK4,5166,pyruvate dehydrogenase kinase 4,4,3,1,2,4,2,0,2,2,1,0,2
ENSG00000158560.14,DYNC1I1,DYNC1I1,1780,dynein cytoplasmic 1 intermediate chain 1,22,39,47,36,52,49,47,38,27,28,40,29
ENSG00000004864.13,SLC25A13,SLC25A13,10165,solute carrier family 25 member 13,1985,1990,2595,2053,2692,2539,1955,2075,2050,1664,2345,1464
ENSG00000127922.9,SEM1,SEM1,7979,SEM1 26S proteasome subunit,4402,5521,7699,5765,6234,4471,5181,5241,6242,5299,5342,8575
ENSG00000006377.11,DLX6,DLX6,1750,distal-less homeobox 6,1,1,2,1,2,1,1,3,1,1,0,0
ENSG00000196636.8,SDHAF3,SDHAF3,57001,succinate dehydrogenase complex assembly factor 3,396,391,686,402,626,376,358,397,470,432,434,515
ENSG00000070669.17,ASNS,ASNS,440,asparagine synthetase (glutamine-hydrolyzing),9,10,19,20,17,15,21,32,30,44,36,12
ENSG00000284707.2,NA,ENSG00000284707.2,NA,NA,6,1,6,0,1,1,3,1,6,3,4,1
ENSG00000238228.1,OR7E7P,OR7E7P,392752,olfactory receptor family 7 subfamily E member 7 pseudogene,2,3,3,3,5,4,3,1,1,1,7,9
ENSG00000183444.10,OR7E38P,OR7E38P,389537,olfactory receptor family 7 subfamily E member 38 pseudogene,0,1,0,3,3,3,2,0,2,2,2,3
ENSG00000285725.1,NA,ENSG00000285725.1,NA,NA,5,2,8,7,7,15,3,9,13,10,9,2
ENSG00000243554.1,CCZ1P1,CCZ1P1,110440226,CCZ1 pseudogene 1,4,2,4,3,3,4,2,2,7,4,1,3
ENSG00000164715.6,LMTK2,LMTK2,22853,lemur tyrosine kinase 2,1555,1453,1886,1732,2079,2098,1689,1674,1591,1375,2049,1160
ENSG00000180535.3,BHLHA15,BHLHA15,168620,basic helix-loop-helix family member a15,1,1,4,1,4,2,0,3,2,0,1,1
ENSG00000205356.10,TECPR1,TECPR1,25851,tectonin beta-propeller repeat containing 1,710,650,852,741,913,643,747,662,583,561,758,224
ENSG00000164713.10,BRI3,BRI3,25798,brain protein I3,2589,2605,2904,2637,3485,2482,3343,3668,3025,3782,4837,2564
ENSG00000006453.14,BAIAP2L1,BAIAP2L1,55971,BAR/IMD domain containing adaptor protein 2 like 1,289,257,325,255,394,338,317,309,323,324,427,337
ENSG00000214389.2,RPS3AP26,RPS3AP26,644972,RPS3A pseudogene 26,122,134,228,175,202,94,130,149,160,164,156,437
ENSG00000213455.3,NA,ENSG00000213455.3,NA,NA,0,1,1,0,1,0,2,3,1,0,1,0
ENSG00000166448.14,TMEM130,TMEM130,222865,transmembrane protein 130,14,11,11,16,16,6,2,3,5,2,3,1
ENSG00000196367.13,TRRAP,TRRAP,8295,transformation/transcription domain associated protein,3387,3665,4906,3929,5313,5572,3837,3816,3470,3256,4621,2494
ENSG00000286305.1,NA,ENSG00000286305.1,NA,NA,0,1,2,0,2,0,2,1,1,0,1,3
ENSG00000198742.9,SMURF1,SMURF1,57154,SMAD specific E3 ubiquitin protein ligase 1,1832,1667,2224,1842,2533,2519,2225,2237,1990,1853,2661,1426
ENSG00000002079.14,MYH16,MYH16,84176,myosin heavy chain 16 (pseudogene),1,1,0,2,1,1,1,8,2,13,27,18
ENSG00000284523.2,LOC105375421,LOC105375421,105375421,uncharacterized LOC105375421,1,4,5,1,3,7,2,4,8,0,3,2
ENSG00000284292.1,NA,ENSG00000284292.1,NA,NA,1,2,5,2,2,1,2,3,4,3,4,5
ENSG00000241685.10,ARPC1A,ARPC1A,10552,actin related protein 2/3 complex subunit 1A,1173,1178,1384,1088,1558,1480,1196,1321,1260,1185,1478,1836
